SponsorApplicant,ProductNo,Form,Dosage,ProductMktStatus,TECode,ReferenceDrug,drugname,activeingred
PHARMACIA AND UPJOHN                              ,3,INJECTABLE;INJECTION,0.6MG/VIAL,1,,0,GENOTROPIN PRESERVATIVE FREE,SOMATROPIN RECOMBINANT
PHARMACIA AND UPJOHN                              ,4,INJECTABLE;INJECTION,1.5MG/VIAL,1,BX,0,GENOTROPIN PRESERVATIVE FREE,SOMATROPIN RECOMBINANT
PHARMACIA AND UPJOHN                              ,5,INJECTABLE;INJECTION,0.8MG/VIAL,1,,0,GENOTROPIN PRESERVATIVE FREE,SOMATROPIN RECOMBINANT
PHARMACIA AND UPJOHN                              ,6,INJECTABLE;INJECTION,5.8MG/VIAL,1,BX,1,GENOTROPIN,SOMATROPIN RECOMBINANT
PHARMACIA AND UPJOHN                              ,7,INJECTABLE;INJECTION,13.8MG/VIAL,1,,1,GENOTROPIN,SOMATROPIN RECOMBINANT
PHARMACIA AND UPJOHN                              ,8,INJECTABLE;INJECTION,1MG/VIAL,1,,0,GENOTROPIN PRESERVATIVE FREE,SOMATROPIN RECOMBINANT
PHARMACIA AND UPJOHN                              ,9,INJECTABLE;INJECTION,1.2MG/VIAL,1,,0,GENOTROPIN PRESERVATIVE FREE,SOMATROPIN RECOMBINANT
PHARMACIA AND UPJOHN                              ,10,INJECTABLE;INJECTION,1.4MG/VIAL,1,,0,GENOTROPIN PRESERVATIVE FREE,SOMATROPIN RECOMBINANT
PHARMACIA AND UPJOHN                              ,11,INJECTABLE;INJECTION,1.6MG/VIAL,1,,0,GENOTROPIN PRESERVATIVE FREE,SOMATROPIN RECOMBINANT
PHARMACIA AND UPJOHN                              ,12,INJECTABLE;INJECTION,1.8MG/VIAL,1,,0,GENOTROPIN PRESERVATIVE FREE,SOMATROPIN RECOMBINANT
PHARMACIA AND UPJOHN                              ,13,INJECTABLE;INJECTION,2MG/VIAL,1,,1,GENOTROPIN PRESERVATIVE FREE,SOMATROPIN RECOMBINANT
JANSSEN PHARMS                                    ,1,TABLET;ORAL,100MG,3,,0,ULTRAM,TRAMADOL HYDROCHLORIDE
JANSSEN PHARMS                                    ,2,TABLET;ORAL,50MG,1,AB,1,ULTRAM,TRAMADOL HYDROCHLORIDE
BRISTOL MYERS SQUIBB                              ,1,TABLET;ORAL,20MG;12.5MG,3,,0,MONOPRIL-HCT,FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE
BRISTOL MYERS SQUIBB                              ,2,TABLET;ORAL,10MG;12.5MG,3,,0,MONOPRIL-HCT,FOSINOPRIL SODIUM; HYDROCHLOROTHIAZIDE
EISAI INC                                         ,1,INJECTABLE;SUBCUTANEOUS,"2,500IU/0.2ML (12,500IU/ML)",1,,0,FRAGMIN,DALTEPARIN SODIUM
EISAI INC                                         ,2,INJECTABLE;SUBCUTANEOUS,"10,000IU/0.4ML (25,000IU/ML)",3,,0,FRAGMIN,DALTEPARIN SODIUM
EISAI INC                                         ,3,INJECTABLE;SUBCUTANEOUS,"5,000IU/0.2ML (25,000IU/ML)",1,,0,FRAGMIN,DALTEPARIN SODIUM
EISAI INC                                         ,4,INJECTABLE;SUBCUTANEOUS,"10,000IU/ML (10,000IU/ML)",1,,0,FRAGMIN,DALTEPARIN SODIUM
EISAI INC                                         ,5,INJECTABLE;SUBCUTANEOUS,"7,500IU/0.3ML (25,000IU/ML)",1,,0,FRAGMIN,DALTEPARIN SODIUM
EISAI INC                                         ,6,INJECTABLE;SUBCUTANEOUS,"95,000IU/3.8ML (25,000IU/ML)",1,,1,FRAGMIN,DALTEPARIN SODIUM
EISAI INC                                         ,7,INJECTABLE;SUBCUTANEOUS,"95,000IU/9.5ML (10,000IU/ML)",3,,0,FRAGMIN,DALTEPARIN SODIUM
EISAI INC                                         ,8,INJECTABLE;INJECTION,"7,500 IU/0.75ML",3,,0,FRAGMIN,DALTEPARIN SODIUM
EISAI INC                                         ,9,INJECTABLE;SUBCUTANEOUS,"12,500IU/0.5ML (25,000IU/ML)",1,,0,FRAGMIN,DALTEPARIN SODIUM
EISAI INC                                         ,10,INJECTABLE;SUBCUTANEOUS,"15,000IU/0.6ML (25,000IU/ML)",1,,0,FRAGMIN,DALTEPARIN SODIUM
EISAI INC                                         ,11,INJECTABLE;SUBCUTANEOUS,"18,000IU/0.72ML (25,000IU/ML)",1,,0,FRAGMIN,DALTEPARIN SODIUM
MEDTECH PRODUCTS                                  ,2,"CREAM, SUPPOSITORY;TOPICAL, VAGINAL","2%,100MG",2,,1,MONISTAT 7 COMBINATION PACK,MICONAZOLE NITRATE
SCHERING PLOUGH                                   ,2,"CREAM, TABLET;TOPICAL, VAGINAL","1%,100MG",2,,1,GYNE-LOTRIMIN COMBINATION PACK,CLOTRIMAZOLE
BOEHRINGER INGELHEIM                              ,1,"AEROSOL, METERED;INHALATION",EQ 0.09MG BASE/INH;0.018MG/INH,1,,1,COMBIVENT,ALBUTEROL SULFATE; IPRATROPIUM BROMIDE
OTSUKA                                            ,1,FOR SOLUTION;ORAL,600MG/PACKET,3,,0,FERRISELTZ,FERRIC AMMONIUM CITRATE
SMITHKLINE BEECHAM                                ,1,TABLET;ORAL,25MG,1,AB,0,COREG,CARVEDILOL
SMITHKLINE BEECHAM                                ,2,TABLET;ORAL,12.5MG,1,AB,1,COREG,CARVEDILOL
SMITHKLINE BEECHAM                                ,3,TABLET;ORAL,6.25MG,1,AB,0,COREG,CARVEDILOL
SMITHKLINE BEECHAM                                ,4,TABLET;ORAL,3.125MG,1,AB,0,COREG,CARVEDILOL
MYLAN INSTITUTIONAL                               ,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,1,AP,1,ALOPRIM,ALLOPURINOL SODIUM
JANSSEN PHARMS                                    ,1,TABLET;ORAL-21,0.15MG;0.03MG,3,,0,ORTHO-CEPT,DESOGESTREL; ETHINYL ESTRADIOL
JANSSEN PHARMS                                    ,2,TABLET;ORAL-28,0.15MG;0.03MG,1,AB,1,ORTHO-CEPT,DESOGESTREL; ETHINYL ESTRADIOL
WYETH PHARMS INC                                  ,1,TABLET;ORAL-28,0.625MG;2.5MG,3,,0,PREMPRO (PREMARIN;CYCRIN),"ESTROGENS, CONJUGATED; MEDROXYPROGESTERONE ACETATE"
WYETH PHARMS INC                                  ,2,TABLET;ORAL-28,"0.625MG;N/A,5MG",3,,0,PREMPHASE (PREMARIN;CYCRIN 14/14),"ESTROGENS, CONJUGATED; MEDROXYPROGESTERONE ACETATE"
BAYER HLTHCARE                                    ,1,INJECTABLE;INJECTION,"10,000KIU/ML",3,,0,TRASYLOL,APROTININ
ROCHE                                             ,1,TABLET;ORAL,EQ 1MG BASE,3,,0,KYTRIL,GRANISETRON HYDROCHLORIDE
ROCHE                                             ,2,TABLET;ORAL,EQ 2MG BASE,3,,0,KYTRIL,GRANISETRON HYDROCHLORIDE
DOWNSTATE CLINCL                                  ,1,INJECTABLE;INJECTION,4-40mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,FLUDEOXYGLUCOSE F 18,FLUDEOXYGLUCOSE F-18
DOWNSTATE CLINCL                                  ,2,INJECTABLE;INJECTION,4-90mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,FLUDEOXYGLUCOSE F 18,FLUDEOXYGLUCOSE F-18
HOSPIRA                                           ,1,INJECTABLE;INJECTION,4GM/100ML (40MG/ML),1,,1,MAGNESIUM SULFATE IN PLASTIC CONTAINER,MAGNESIUM SULFATE
HOSPIRA                                           ,2,INJECTABLE;INJECTION,4GM/50ML (80MG/ML),1,,1,MAGNESIUM SULFATE IN PLASTIC CONTAINER,MAGNESIUM SULFATE
HOSPIRA                                           ,3,INJECTABLE;INJECTION,2GM/50ML (40MG/ML),1,,0,MAGNESIUM SULFATE IN PLASTIC CONTAINER,MAGNESIUM SULFATE
HOSPIRA                                           ,4,INJECTABLE;INJECTION,20GM/500ML (40MG/ML),1,,0,MAGNESIUM SULFATE IN PLASTIC CONTAINER,MAGNESIUM SULFATE
HOSPIRA                                           ,5,INJECTABLE;INJECTION,40GM/1000ML(40MG/ML),1,,0,MAGNESIUM SULFATE IN PLASTIC CONTAINER,MAGNESIUM SULFATE
JOHNSON AND JOHNSON                               ,1,SHAMPOO;TOPICAL,0.01,2,,1,NIZORAL A-D,KETOCONAZOLE
UCB INC                                           ,1,TABLET;ORAL,7.5MG,1,AB,0,UNIVASC,MOEXIPRIL HYDROCHLORIDE
UCB INC                                           ,2,TABLET;ORAL,15MG,1,AB,1,UNIVASC,MOEXIPRIL HYDROCHLORIDE
SEBELA IRELAND LTD                                ,2,"SPRAY, METERED;NASAL",200 IU/SPRAY,1,AB,1,MIACALCIN,CALCITONIN SALMON
MALLINCKRODT                                      ,1,INJECTABLE;INJECTION,3mCi/ML,1,,1,OCTREOSCAN,INDIUM IN-111 PENTETREOTIDE KIT
ROXANE                                            ,1,CONCENTRATE;ORAL,10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,ORLAAM,LEVOMETHADYL ACETATE HYDROCHLORIDE
GUERBET                                           ,1,INJECTABLE;INJECTION,0.62,1,,0,OXILAN-300,IOXILAN
GUERBET                                           ,2,INJECTABLE;INJECTION,0.73,1,,0,OXILAN-350,IOXILAN
NOVARTIS                                          ,1,"FILM, EXTENDED RELEASE;TRANSDERMAL",0.0375MG/24HR,3,,0,VIVELLE,ESTRADIOL
NOVARTIS                                          ,2,"FILM, EXTENDED RELEASE;TRANSDERMAL",0.05MG/24HR,1,AB1,0,VIVELLE,ESTRADIOL
NOVARTIS                                          ,3,"FILM, EXTENDED RELEASE;TRANSDERMAL",0.075MG/24HR,3,,0,VIVELLE,ESTRADIOL
NOVARTIS                                          ,4,"FILM, EXTENDED RELEASE;TRANSDERMAL",0.1MG/24HR,1,AB1,0,VIVELLE,ESTRADIOL
NOVARTIS                                          ,5,"FILM, EXTENDED RELEASE;TRANSDERMAL",0.025MG/24HR,3,,0,VIVELLE,ESTRADIOL
MCNEIL CONS                                       ,1,TABLET;ORAL,10MG,2,,0,PEPCID AC,FAMOTIDINE
MCNEIL CONS                                       ,2,TABLET;ORAL,20MG,2,,1,PEPCID AC,FAMOTIDINE
MEDIMMUNE ONCOLOGY                                ,1,INJECTABLE;INJECTION,EQ 25MG BASE/VIAL,3,,0,NEUTREXIN,TRIMETREXATE GLUCURONATE
MEDIMMUNE ONCOLOGY                                ,2,INJECTABLE;INJECTION,EQ 200MG BASE/VIAL,3,,0,NEUTREXIN,TRIMETREXATE GLUCURONATE
BRACCO                                            ,1,INJECTABLE;INJECTION,0.41,3,,0,ISOVUE-200,IOPAMIDOL
BRACCO                                            ,2,INJECTABLE;INJECTION,0.51,1,AP,1,ISOVUE-250,IOPAMIDOL
BRACCO                                            ,3,INJECTABLE;INJECTION,0.61,1,AP,1,ISOVUE-300,IOPAMIDOL
BRACCO                                            ,4,INJECTABLE;INJECTION,0.76,1,AP,1,ISOVUE-370,IOPAMIDOL
ORGANON USA INC                                   ,1,INJECTABLE;INJECTION,75 IU/VIAL,3,,0,HUMEGON,MENOTROPINS (FSH;LH)
ORGANON USA INC                                   ,2,INJECTABLE;INJECTION,150 IU/VIAL,3,,0,HUMEGON,MENOTROPINS (FSH;LH)
PFIZER                                            ,1,"TABLET, EXTENDED RELEASE;ORAL",5MG,1,AB,0,GLUCOTROL XL,GLIPIZIDE
PFIZER                                            ,2,"TABLET, EXTENDED RELEASE;ORAL",10MG,1,AB,1,GLUCOTROL XL,GLIPIZIDE
PFIZER                                            ,3,"TABLET, EXTENDED RELEASE;ORAL",2.5MG,1,AB,0,GLUCOTROL XL,GLIPIZIDE
VALEANT PHARMS LLC                                ,1,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",EQ 0.25% BASE,1,AB,1,TIMOPTIC-XE,TIMOLOL MALEATE
VALEANT PHARMS LLC                                ,2,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",EQ 0.5% BASE,1,AB,1,TIMOPTIC-XE,TIMOLOL MALEATE
SHIRE LLC                                         ,1,CAPSULE;ORAL,EQ 0.5MG BASE,1,AB,0,AGRYLIN,ANAGRELIDE HYDROCHLORIDE
SHIRE LLC                                         ,2,CAPSULE;ORAL,EQ 1MG BASE,3,,0,AGRYLIN,ANAGRELIDE HYDROCHLORIDE
GD SEARLE LLC                                     ,1,CAPSULE;ORAL,375MG,1,AB,1,FLAGYL,METRONIDAZOLE
GLAXOSMITHKLINE LLC                               ,1,"TABLET, EXTENDED RELEASE;ORAL",5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,DYNACIRC CR,ISRADIPINE
GLAXOSMITHKLINE LLC                               ,2,"TABLET, EXTENDED RELEASE;ORAL",10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,DYNACIRC CR,ISRADIPINE
FOUGERA PHARMS                                    ,1,GEL;TOPICAL,0.0005,1,AB,1,TEMOVATE,CLOBETASOL PROPIONATE
GALDERMA LABS LP                                  ,1,SOLUTION;TOPICAL,0.001,3,,0,DIFFERIN,ADAPALENE
FOUGERA PHARMS                                    ,1,CREAM;TOPICAL,0.0005,1,AB2,1,TEMOVATE E,CLOBETASOL PROPIONATE
SANOFI AVENTIS US                                 ,1,INJECTABLE;INJECTION,EQ 10MG BASE/100ML,3,,0,PRIMACOR IN DEXTROSE 5% IN PLASTIC CONTAINER,MILRINONE LACTATE
SANOFI AVENTIS US                                 ,2,INJECTABLE;INJECTION,EQ 15MG BASE/100ML,3,,0,PRIMACOR IN DEXTROSE 5% IN PLASTIC CONTAINER,MILRINONE LACTATE
SANOFI AVENTIS US                                 ,3,INJECTABLE;INJECTION,EQ 20MG BASE/100ML (EQ 0.2MG BASE/ML),3,,0,PRIMACOR IN DEXTROSE 5% IN PLASTIC CONTAINER,MILRINONE LACTATE
SANOFI AVENTIS US                                 ,4,INJECTABLE;INJECTION,EQ 40MG BASE/200ML (EQ 0.2MG BASE/ML),3,,0,PRIMACOR IN DEXTROSE 5% IN PLASTIC CONTAINER,MILRINONE LACTATE
HOSPIRA                                           ,1,INJECTABLE;INJECTION,8% (8GM/100ML),1,,0,AMINOSYN-HF 8%,AMINO ACIDS
MCNEIL CONSUMER                                   ,1,SYRUP;ORAL,5MG/5ML,1,AA,1,ZYRTEC,CETIRIZINE HYDROCHLORIDE
ABBOTT                                            ,1,CAPSULE;ORAL,EQ 1MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,HYTRIN,TERAZOSIN HYDROCHLORIDE
ABBOTT                                            ,2,CAPSULE;ORAL,EQ 2MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,HYTRIN,TERAZOSIN HYDROCHLORIDE
ABBOTT                                            ,3,CAPSULE;ORAL,EQ 5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,HYTRIN,TERAZOSIN HYDROCHLORIDE
ABBOTT                                            ,4,CAPSULE;ORAL,EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,HYTRIN,TERAZOSIN HYDROCHLORIDE
GE HEALTHCARE                                     ,1,INJECTABLE;INJECTION,0.55,1,,1,VISIPAQUE 270,IODIXANOL
GE HEALTHCARE                                     ,2,INJECTABLE;INJECTION,0.652,1,,1,VISIPAQUE 320,IODIXANOL
ALMATICA PHARMA INC                               ,1,"TABLET, EXTENDED RELEASE;ORAL",EQ 375MG BASE,1,AB,0,NAPRELAN,NAPROXEN SODIUM
ALMATICA PHARMA INC                               ,2,"TABLET, EXTENDED RELEASE;ORAL",EQ 500MG BASE,1,AB,0,NAPRELAN,NAPROXEN SODIUM
ALMATICA PHARMA INC                               ,3,"TABLET, EXTENDED RELEASE;ORAL",EQ 750MG BASE,1,,1,NAPRELAN,NAPROXEN SODIUM
CSL BEHRING                                       ,1,"SPRAY, METERED;NASAL",0.15MG/SPRAY,3,,0,STIMATE,DESMOPRESSIN ACETATE
CSL BEHRING                                       ,2,"SPRAY, METERED;NASAL",1.5MG/SPRAY,1,,1,STIMATE (NEEDS NO REFRIGERATION),DESMOPRESSIN ACETATE
SHIONOGI INC                                      ,1,"TABLET, EXTENDED RELEASE;ORAL",10MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,SULAR,NISOLDIPINE
SHIONOGI INC                                      ,2,"TABLET, EXTENDED RELEASE;ORAL",20MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,SULAR,NISOLDIPINE
SHIONOGI INC                                      ,3,"TABLET, EXTENDED RELEASE;ORAL",30MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,SULAR,NISOLDIPINE
SHIONOGI INC                                      ,4,"TABLET, EXTENDED RELEASE;ORAL",40MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,SULAR,NISOLDIPINE
SHIONOGI INC                                      ,5,"TABLET, EXTENDED RELEASE;ORAL",34MG,1,AB,1,SULAR,NISOLDIPINE
SHIONOGI INC                                      ,6,"TABLET, EXTENDED RELEASE;ORAL",25.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,SULAR,NISOLDIPINE
SHIONOGI INC                                      ,7,"TABLET, EXTENDED RELEASE;ORAL",17MG,1,AB,1,SULAR,NISOLDIPINE
SHIONOGI INC                                      ,8,"TABLET, EXTENDED RELEASE;ORAL",8.5MG,1,AB,1,SULAR,NISOLDIPINE
BRISTOL MYERS SQUIBB                              ,1,TABLET;ORAL,500MG,1,AB,0,GLUCOPHAGE,METFORMIN HYDROCHLORIDE
BRISTOL MYERS SQUIBB                              ,2,TABLET;ORAL,850MG,1,AB,0,GLUCOPHAGE,METFORMIN HYDROCHLORIDE
BRISTOL MYERS SQUIBB                              ,3,TABLET;ORAL,625MG,3,,0,GLUCOPHAGE,METFORMIN HYDROCHLORIDE
BRISTOL MYERS SQUIBB                              ,4,TABLET;ORAL,750MG,3,,0,GLUCOPHAGE,METFORMIN HYDROCHLORIDE
BRISTOL MYERS SQUIBB                              ,5,TABLET;ORAL,1GM,1,AB,1,GLUCOPHAGE,METFORMIN HYDROCHLORIDE
GLAXOSMITHKLINE                                   ,1,"TABLET, EXTENDED RELEASE;ORAL",50MG,3,,0,WELLBUTRIN SR,BUPROPION HYDROCHLORIDE
GLAXOSMITHKLINE                                   ,2,"TABLET, EXTENDED RELEASE;ORAL",100MG,1,AB1,0,WELLBUTRIN SR,BUPROPION HYDROCHLORIDE
GLAXOSMITHKLINE                                   ,3,"TABLET, EXTENDED RELEASE;ORAL",150MG,1,AB1,0,WELLBUTRIN SR,BUPROPION HYDROCHLORIDE
GLAXOSMITHKLINE                                   ,4,"TABLET, EXTENDED RELEASE;ORAL",200MG,1,AB1,1,WELLBUTRIN SR,BUPROPION HYDROCHLORIDE
BAXTER HLTHCARE                                   ,1,INJECTABLE;INJECTION,8% (8GM/100ML),3,,0,HEPATASOL 8%,AMINO ACIDS
NOVARTIS                                          ,1,TABLET;ORAL,250MG,1,AB,0,FAMVIR,FAMCICLOVIR
NOVARTIS                                          ,2,TABLET;ORAL,500MG,1,AB,1,FAMVIR,FAMCICLOVIR
NOVARTIS                                          ,3,TABLET;ORAL,125MG,1,AB,0,FAMVIR,FAMCICLOVIR
NOVARTIS                                          ,2,CAPSULE;ORAL,EQ 2.5MG BASE;10MG,1,AB,0,LOTREL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE
NOVARTIS                                          ,3,CAPSULE;ORAL,EQ 5MG BASE;10MG,1,AB,0,LOTREL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE
NOVARTIS                                          ,4,CAPSULE;ORAL,EQ 5MG BASE;20MG,1,AB,0,LOTREL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE
NOVARTIS                                          ,5,CAPSULE;ORAL,EQ 10MG BASE;20MG,1,AB,0,LOTREL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE
NOVARTIS                                          ,6,CAPSULE;ORAL,EQ 10MG BASE;40MG,1,AB,1,LOTREL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE
NOVARTIS                                          ,7,CAPSULE;ORAL,EQ 5MG BASE;40MG,1,AB,0,LOTREL,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE
GENZYME                                           ,1,INJECTABLE;INJECTION,200 UNITS/VIAL,1,,0,CEREZYME,IMIGLUCERASE
GENZYME                                           ,2,INJECTABLE;INJECTION,400 UNITS/VIAL,1,,1,CEREZYME,IMIGLUCERASE
ALCON PHARMS LTD                                  ,1,OINTMENT;OPHTHALMIC,EQ 0.3% BASE,1,,1,CILOXAN,CIPROFLOXACIN HYDROCHLORIDE
GE HEALTHCARE                                     ,1,INJECTABLE;INJECTION,N/A,1,,1,MYOVIEW,TECHNETIUM TC-99M TETROFOSMIN KIT
GE HEALTHCARE                                     ,2,INJECTABLE;INJECTION,N/A,1,,1,MYOVIEW 30ML,TECHNETIUM TC-99M TETROFOSMIN KIT
FRESENIUS                                         ,1,SOLUTION;INTRAPERITONEAL,18.4MG/100ML;1.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,3,,0,INPERSOL-LC/LM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
FRESENIUS                                         ,2,SOLUTION;INTRAPERITONEAL,18.4MG/100ML;2.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,3,,0,INPERSOL-LC/LM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
FRESENIUS                                         ,3,SOLUTION;INTRAPERITONEAL,18.4MG/100ML;3.5GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,3,,0,INPERSOL-LC/LM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
FRESENIUS                                         ,4,SOLUTION;INTRAPERITONEAL,18.4MG/100ML;4.25GM/100ML;5.08MG/100ML;538MG/100ML;448MG/100ML,3,,0,INPERSOL-LC/LM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
BAYER HLTHCARE                                    ,1,"FILM, EXTENDED RELEASE;TRANSDERMAL",0.05MG/24HR,1,AB2,0,CLIMARA,ESTRADIOL
BAYER HLTHCARE                                    ,2,"FILM, EXTENDED RELEASE;TRANSDERMAL",0.1MG/24HR,1,AB2,1,CLIMARA,ESTRADIOL
BAYER HLTHCARE                                    ,3,"FILM, EXTENDED RELEASE;TRANSDERMAL",0.075MG/24HR,1,AB2,0,CLIMARA,ESTRADIOL
BAYER HLTHCARE                                    ,4,"FILM, EXTENDED RELEASE;TRANSDERMAL",0.025MG/24HR,1,AB2,0,CLIMARA,ESTRADIOL
BAYER HLTHCARE                                    ,5,"FILM, EXTENDED RELEASE;TRANSDERMAL",0.0375MG/24HR,1,AB,0,CLIMARA,ESTRADIOL
BAYER HLTHCARE                                    ,6,"FILM, EXTENDED RELEASE;TRANSDERMAL",0.06MG/24HR,1,AB,0,CLIMARA,ESTRADIOL
WYETH PHARMS INC                                  ,1,INJECTABLE;INJECTION,50MG/ML,3,,0,CORDARONE,AMIODARONE HYDROCHLORIDE
EMD SERONO                                        ,1,INJECTABLE;SUBCUTANEOUS,75 IU/VIAL,3,,0,GONAL-F,FOLLITROPIN ALFA/BETA
EMD SERONO                                        ,2,INJECTABLE;SUBCUTANEOUS,150 IU/VIAL,3,,0,GONAL-F,FOLLITROPIN ALFA/BETA
EMD SERONO                                        ,3,INJECTABLE;SUBCUTANEOUS,37.5 IU/VIAL,3,,0,GONAL-F,FOLLITROPIN ALFA/BETA
EMD SERONO                                        ,4,INJECTABLE;SUBCUTANEOUS,"1,050 IU/VIAL",1,,0,GONAL-F,FOLLITROPIN ALFA/BETA
EMD SERONO                                        ,5,INJECTABLE;SUBCUTANEOUS,450 IU/VIAL,1,,1,GONAL-F,FOLLITROPIN ALFA/BETA
PHARMACIA AND UPJOHN                              ,1,INJECTABLE;INJECTION,0.01MG/VIAL,1,AP,0,CAVERJECT,ALPROSTADIL
